ID_pose,Step
77,"Step 1: Start in standing forward position, facing the screen."
77,Step 2: Turn to the right so your right side faces the screen.
77,Step 3: Sit down and bend knees outward with soles of feet together.
77,Step 4: Hold feet or ankles with your hands.
77,Step 5: Gently flap knees up and down like butterfly wings.
77,Step 6: Keep spine straight and gaze at the screen.
78,"Step 1: Start in standing forward position, facing the screen."
78,Step 2: Turn to the left so your left side faces the screen.
78,Step 3: Sit down and bend knees outward with soles of feet together.
78,Step 4: Hold feet or ankles with your hands.
78,Step 5: Gently flap knees up and down like butterfly wings.
78,Step 6: Keep spine straight and gaze at the screen.
79,"Step 1: Start in standing forward position, facing the screen."
79,Step 2: Turn to the right so your right side faces the screen.
79,"Step 3: Sit with legs extended forward, feet together."
79,"Step 4: Fold torso over legs, reaching hands toward feet."
79,"Step 5: Relax head and neck, spine rounding naturally."
79,Step 6: Gaze softly toward the screen.
80,"Step 1: Start in standing forward position, facing the screen."
80,Step 2: Turn to the left so your left side faces the screen.
80,"Step 3: Sit with legs extended forward, feet together."
80,"Step 4: Fold torso over legs, reaching hands toward feet."
80,"Step 5: Relax head and neck, spine rounding naturally."
80,Step 6: Gaze softly toward the screen.
81,Step 1: Sit facing the screen with legs extended forward.
81,"Step 2: Cross legs at the shins, placing each foot beneath the opposite knee."
81,Step 3: Rest hands on knees with palms facing upward.
81,Step 4: Lengthen spine and relax shoulders.
81,Step 5: Keep head upright and gaze at the screen.
82,Step 1: Sit facing the screen and cross legs in lotus or half lotus.
82,Step 2: Slip arms through the space between thighs and calves.
82,Step 3: Bend elbows and bring hands together in prayer near chest.
82,"Step 4: Round spine slightly, chin toward chest."
82,Step 5: Gaze softly toward the screen.
83,Step 1: Sit facing the screen with legs extended forward.
83,"Step 2: Bend knees and stack right shin over left shin, feet flexed."
83,Step 3: Keep knees aligned with ankles forming a square shape.
83,Step 4: Rest hands on knees or thighs.
83,"Step 5: Lift chest tall, gaze at the screen."
84,"Step 1: Start in standing forward position, facing the screen."
84,Step 2: Turn to the right so your right side faces the screen.
84,Step 3: Sit down and bend both knees.
84,"Step 4: Lift your right leg, guiding it carefully behind your head."
84,"Step 5: Place hands on the floor for balance, chest open."
84,Step 6: Keep spine upright and gaze at the screen.
85,"Step 1: Start in standing forward position, facing the screen."
85,Step 2: Turn to the left so your left side faces the screen.
85,Step 3: Sit down and bend both knees.
85,"Step 4: Lift your left leg, guiding it carefully behind your head."
85,"Step 5: Place hands on the floor for balance, chest open."
85,Step 6: Keep spine upright and gaze at the screen.
86,"Step 1: Start in standing forward position, facing the screen."
86,Step 2: Turn to the right so your right side faces the screen.
86,"Step 3: Sit with legs extended forward, feet together."
86,Step 4: Hinge forward at the hips and reach hands to feet or shins.
86,"Step 5: Lengthen spine as you fold, keeping chest broad."
86,Step 6: Relax neck and gaze softly toward the screen.
87,"Step 1: Start in standing forward position, facing the screen."
87,Step 2: Turn to the left so your left side faces the screen.
87,"Step 3: Sit with legs extended forward, feet together."
87,Step 4: Hinge forward at the hips and reach hands to feet or shins.
87,"Step 5: Lengthen spine as you fold, keeping chest broad."
87,Step 6: Relax neck and gaze softly toward the screen.
88,"Step 1: Start in standing forward position, facing the screen."
88,Step 2: Turn to the right so your right side faces the screen.
88,"Step 3: Sit with legs extended forward, feet together."
88,Step 4: Reach forward to grasp sides of feet.
88,"Step 5: Fold torso forward, lengthening spine."
88,"Step 6: Relax head and neck, gaze soft toward the screen."
89,"Step 1: Start in standing forward position, facing the screen."
89,Step 2: Turn to the left so your left side faces the screen.
89,"Step 3: Sit with legs extended forward, feet together."
89,Step 4: Reach forward to grasp sides of feet.
89,"Step 5: Fold torso forward, lengthening spine."
89,"Step 6: Relax head and neck, gaze soft toward the screen."
90,"Step 1: Start in standing forward position, facing the screen."
90,Step 2: Turn to the right so your right side faces the screen.
90,"Step 3: Sit with legs extended forward, feet together."
90,Step 4: Hold the outer edges of your feet with your hands.
90,"Step 5: Fold forward deeply, chest moving toward thighs."
90,"Step 6: Relax head and neck, gaze softly toward the screen."
91,"Step 1: Start in standing forward position, facing the screen."
91,Step 2: Turn to the left so your left side faces the screen.
91,"Step 3: Sit with legs extended forward, feet together."
91,Step 4: Hold the outer edges of your feet with your hands.
91,"Step 5: Fold forward deeply, chest moving toward thighs."
91,"Step 6: Relax head and neck, gaze softly toward the screen."
92,"Step 1: Start in standing forward position, facing the screen."
92,Step 2: Turn to the right so your right side faces the screen.
92,"Step 3: Sit with legs extended forward, feet together."
92,Step 4: Wrap index and middle fingers around big toes.
92,Step 5: Fold torso forward with spine lengthened.
92,Step 6: Relax head and gaze softly toward the screen.
93,"Step 1: Start in standing forward position, facing the screen."
93,Step 2: Turn to the left so your left side faces the screen.
93,"Step 3: Sit with legs extended forward, feet together."
93,Step 4: Wrap index and middle fingers around big toes.
93,Step 5: Fold torso forward with spine lengthened.
93,Step 6: Relax head and gaze softly toward the screen.
94,"Step 1: Start in standing forward position, facing the screen."
94,Step 2: Turn to the right so your right side faces the screen.
94,Step 3: Sit and extend left leg forward.
94,Step 4: Bend right knee and place right foot on left thigh.
94,Step 5: Fold torso forward over extended leg.
94,"Step 6: Reach hands toward foot, spine long, gaze soft at the screen."
95,"Step 1: Start in standing forward position, facing the screen."
95,Step 2: Turn to the left so your left side faces the screen.
95,Step 3: Sit and extend right leg forward.
95,Step 4: Bend left knee and place left foot on right thigh.
95,Step 5: Fold torso forward over extended leg.
95,"Step 6: Reach hands toward foot, spine long, gaze soft at the screen."
96,"Step 1: Start in standing forward position, facing the screen."
96,Step 2: Turn to the right so your right side faces the screen.
96,Step 3: Sit and extend left leg forward.
96,Step 4: Bend right knee and place right foot near right hip.
96,"Step 5: Fold torso forward over left leg, hands reaching forward."
96,"Step 6: Keep spine long, gaze soft toward the screen."
97,"Step 1: Start in standing forward position, facing the screen."
97,Step 2: Turn to the left so your left side faces the screen.
97,Step 3: Sit and extend right leg forward.
97,Step 4: Bend left knee and place left foot near left hip.
97,"Step 5: Fold torso forward over right leg, hands reaching forward."
97,"Step 6: Keep spine long, gaze soft toward the screen."
98,Step 1: Stand facing the screen with feet slightly wider than hips.
98,Step 2: Bend knees deeply and squat down between legs.
98,"Step 3: Keep feet flat on the floor, toes pointing outward slightly."
98,Step 4: Bring palms together at chest in prayer position.
98,"Step 5: Press elbows into inner knees to open hips, gaze at the screen."
99,"Step 1: Start in standing forward position, facing the screen."
99,Step 2: Turn to the right so your right side faces the screen.
99,"Step 3: Sit and extend right leg to the side, foot flexed."
99,Step 4: Keep left knee bent and foot near hip.
99,"Step 5: Reach right arm to leg, left arm overhead toward the screen."
99,Step 6: Stretch side body and gaze at the screen.
100,"Step 1: Start in standing forward position, facing the screen."
100,Step 2: Turn to the left so your left side faces the screen.
100,"Step 3: Sit and extend left leg to the side, foot flexed."
100,Step 4: Keep right knee bent and foot near hip.
100,"Step 5: Reach left arm to leg, right arm overhead toward the screen."
100,Step 6: Stretch side body and gaze at the screen.
101,"Step 1: Start in standing forward position, facing the screen."
101,Step 2: Turn to the right so your right side faces the screen.
101,Step 3: Sit and extend left leg forward.
101,Step 4: Bend right knee and place foot outside left thigh.
101,Step 5: Hold left foot with right hand while twisting torso to the right.
101,"Step 6: Place left hand behind for support, gaze at the screen."
102,"Step 1: Start in standing forward position, facing the screen."
102,Step 2: Turn to the left so your left side faces the screen.
102,Step 3: Sit and extend right leg forward.
102,Step 4: Bend left knee and place foot outside right thigh.
102,Step 5: Hold right foot with left hand while twisting torso to the left.
102,"Step 6: Place right hand behind for support, gaze at the screen."
103,"Step 1: Start in standing forward position, facing the screen."
103,Step 2: Turn to the right so your right side faces the screen.
103,Step 3: Sit and extend left leg forward.
103,Step 4: Bend right knee and place foot against left inner thigh.
103,"Step 5: Fold torso forward over left leg, reaching hands to foot."
103,Step 6: Keep spine long and gaze softly toward the screen.
104,"Step 1: Start in standing forward position, facing the screen."
104,Step 2: Turn to the left so your left side faces the screen.
104,Step 3: Sit and extend right leg forward.
104,Step 4: Bend left knee and place foot against right inner thigh.
104,"Step 5: Fold torso forward over right leg, reaching hands to foot."
104,Step 6: Keep spine long and gaze softly toward the screen.
105,"Step 1: Start in standing forward position, facing the screen."
105,Step 2: Turn to the right so your right side faces the screen.
105,Step 3: Kneel down on the floor with knees together.
105,"Step 4: Slide feet apart wider than hips, tops of feet flat on the floor."
105,Step 5: Sit down between your heels with spine upright.
105,Step 6: Place hands on thighs and gaze at the screen.
106,"Step 1: Start in standing forward position, facing the screen."
106,Step 2: Turn to the left so your left side faces the screen.
106,Step 3: Kneel down on the floor with knees together.
106,"Step 4: Slide feet apart wider than hips, tops of feet flat on the floor."
106,Step 5: Sit down between your heels with spine upright.
106,Step 6: Place hands on thighs and gaze at the screen.
107,"Step 1: Start in standing forward position, facing the screen."
107,Step 2: Turn to the right so your right side faces the screen.
107,Step 3: Sit with both legs extended forward.
107,Step 4: Bend left knee and place left foot near left hip.
107,Step 5: Hold right foot with both hands and extend right leg upward.
107,Step 6: Keep spine long and gaze at the screen.
108,"Step 1: Start in standing forward position, facing the screen."
108,Step 2: Turn to the left so your left side faces the screen.
108,Step 3: Sit with both legs extended forward.
108,Step 4: Bend right knee and place right foot near right hip.
108,Step 5: Hold left foot with both hands and extend left leg upward.
108,Step 6: Keep spine long and gaze at the screen.
109,"Step 1: Start in standing forward position, facing the screen."
109,Step 2: Turn to the right so your right side faces the screen.
109,Step 3: Sit and extend both legs forward.
109,Step 4: Bend right knee and place right foot outside left thigh.
109,Step 5: Bend left knee and tuck left foot beside right hip.
109,"Step 6: Twist torso to the right, right hand on floor behind, left elbow outside right knee."
109,Step 7: Lift spine tall and gaze over right shoulder toward the screen.
110,"Step 1: Start in standing forward position, facing the screen."
110,Step 2: Turn to the left so your left side faces the screen.
110,Step 3: Sit and extend both legs forward.
110,Step 4: Bend left knee and place left foot outside right thigh.
110,Step 5: Bend right knee and tuck right foot beside left hip.
110,"Step 6: Twist torso to the left, left hand on floor behind, right elbow outside left knee."
110,Step 7: Lift spine tall and gaze over left shoulder toward the screen.
111,Step 1: Sit facing the screen with legs extended forward.
111,Step 2: Bend right knee and place right foot on left thigh.
111,Step 3: Bend left knee and place left foot on right thigh.
111,Step 4: Rest hands on knees with palms facing upward.
111,Step 5: Keep spine long and chest open.
111,Step 6: Gaze softly at the screen.
112,"Step 1: Start in standing forward position, facing the screen."
112,Step 2: Turn to the right so your right side faces the screen.
112,Step 3: Squat down with feet together and heels on the floor.
112,"Step 4: Twist torso to the right, wrapping arms around thighs."
112,Step 5: Clasp hands behind back if possible.
112,Step 6: Keep chest lifted and gaze at the screen.
113,"Step 1: Start in standing forward position, facing the screen."
113,Step 2: Turn to the left so your left side faces the screen.
113,Step 3: Squat down with feet together and heels on the floor.
113,"Step 4: Twist torso to the left, wrapping arms around thighs."
113,Step 5: Clasp hands behind back if possible.
113,Step 6: Keep chest lifted and gaze at the screen.
114,"Step 1: Start in standing forward position, facing the screen."
114,Step 2: Turn to the right so your right side faces the screen.
114,Step 3: Step left foot forward and place right knee on the floor in front.
114,Step 4: Extend left leg straight back with top of foot on floor.
114,"Step 5: Square hips to the screen, fold forward over right leg."
114,"Step 6: Stretch arms ahead and rest forehead down, gaze softly toward the screen."
115,"Step 1: Start in standing forward position, facing the screen."
115,Step 2: Turn to the left so your left side faces the screen.
115,Step 3: Step right foot forward and place left knee on the floor in front.
115,Step 4: Extend right leg straight back with top of foot on floor.
115,"Step 5: Square hips to the screen, fold forward over left leg."
115,"Step 6: Stretch arms ahead and rest forehead down, gaze softly toward the screen."
116,"Step 1: Start in standing forward position, facing the screen."
116,Step 2: Turn to the right so your right side faces the screen.
116,Step 3: Sit with legs extended forward.
116,Step 4: Lift right shin and cradle it in both arms like holding a baby.
116,"Step 5: Rock gently side to side, keeping spine tall."
116,Step 6: Smile softly and gaze at the screen.
117,"Step 1: Start in standing forward position, facing the screen."
117,Step 2: Turn to the left so your left side faces the screen.
117,Step 3: Sit with legs extended forward.
117,Step 4: Lift left shin and cradle it in both arms like holding a baby.
117,"Step 5: Rock gently side to side, keeping spine tall."
117,Step 6: Smile softly and gaze at the screen.
118,"Step 1: Start in standing forward position, facing the screen."
118,Step 2: Turn to the right so your right side faces the screen.
118,Step 3: Sit with legs extended forward.
118,Step 4: Bend right knee and place right foot flat near right hip.
118,Step 5: Fold torso forward over left leg while holding foot or shin.
118,Step 6: Keep chest broad and gaze softly at the screen.
119,"Step 1: Start in standing forward position, facing the screen."
119,Step 2: Turn to the left so your left side faces the screen.
119,Step 3: Sit with legs extended forward.
119,Step 4: Bend left knee and place left foot flat near left hip.
119,Step 5: Fold torso forward over right leg while holding foot or shin.
119,Step 6: Keep chest broad and gaze softly at the screen.
120,"Step 1: Start in standing forward position, facing the screen."
120,Step 2: Turn to the right so your right side faces the screen.
120,Step 3: Sit with legs extended forward.
120,Step 4: Bend right knee and place right foot flat near left thigh.
120,"Step 5: Twist torso to the right, placing right hand behind and left elbow outside right knee."
120,Step 6: Lift spine tall and gaze over right shoulder toward the screen.
121,"Step 1: Start in standing forward position, facing the screen."
121,Step 2: Turn to the left so your left side faces the screen.
121,Step 3: Sit with legs extended forward.
121,Step 4: Bend left knee and place left foot flat near right thigh.
121,"Step 5: Twist torso to the left, placing left hand behind and right elbow outside left knee."
121,Step 6: Lift spine tall and gaze over left shoulder toward the screen.
122,"Step 1: Start in standing forward position, facing the screen."
122,Step 2: Turn to the right so your right side faces the screen.
122,Step 3: Step feet wide apart.
122,"Step 4: Bend left knee deeply, lowering hips while keeping right leg straight."
122,Step 5: Hands can rest on floor or at chest.
122,Step 6: Keep chest lifted and gaze toward the screen.
123,"Step 1: Start in standing forward position, facing the screen."
123,Step 2: Turn to the left so your left side faces the screen.
123,Step 3: Step feet wide apart.
123,"Step 4: Bend right knee deeply, lowering hips while keeping left leg straight."
123,Step 5: Hands can rest on floor or at chest.
123,Step 6: Keep chest lifted and gaze toward the screen.
124,"Step 1: Start in standing forward position, facing the screen."
124,Step 2: Turn to the right so your right side faces the screen.
124,"Step 3: Step left foot forward, keeping right leg extended back."
124,"Step 4: Lower hips gently, sliding left foot forward into splits."
124,Step 5: Place hands on floor or blocks beside hips.
124,Step 6: Keep chest lifted and gaze at the screen.
125,"Step 1: Start in standing forward position, facing the screen."
125,Step 2: Turn to the left so your left side faces the screen.
125,"Step 3: Step right foot forward, keeping left leg extended back."
125,"Step 4: Lower hips gently, sliding right foot forward into splits."
125,Step 5: Place hands on floor or blocks beside hips.
125,Step 6: Keep chest lifted and gaze at the screen.
126,"Step 1: Start in standing forward position, facing the screen."
126,Step 2: Step feet wide apart with toes pointing forward.
126,Step 3: Slide legs outward as far as comfortable.
126,Step 4: Place hands on floor in front for support.
126,Step 5: Keep spine tall and gaze softly toward the screen.
127,"Step 1: Start in standing forward position, facing the screen."
127,Step 2: Turn to the right so your right side faces the screen.
127,"Step 3: Sit with legs extended straight forward, feet flexed."
127,"Step 4: Place hands on floor beside hips, arms straight."
127,"Step 5: Lift chest tall, spine upright, and gaze at the screen."
128,"Step 1: Start in standing forward position, facing the screen."
128,Step 2: Turn to the left so your left side faces the screen.
128,"Step 3: Sit with legs extended straight forward, feet flexed."
128,"Step 4: Place hands on floor beside hips, arms straight."
128,"Step 5: Lift chest tall, spine upright, and gaze at the screen."
129,"Step 1: Start in standing forward position, facing the screen."
129,Step 2: Turn to the right so your right side faces the screen.
129,Step 3: Kneel on the floor with knees and feet together.
129,Step 4: Sit back on your heels with spine upright.
129,"Step 5: Rest hands on thighs, palms down."
129,Step 6: Keep chest lifted and gaze at the screen.
130,"Step 1: Start in standing forward position, facing the screen."
130,Step 2: Turn to the left so your left side faces the screen.
130,Step 3: Kneel on the floor with knees and feet together.
130,Step 4: Sit back on your heels with spine upright.
130,"Step 5: Rest hands on thighs, palms down."
130,Step 6: Keep chest lifted and gaze at the screen.
131,"Step 1: Start in standing forward position, facing the screen."
131,Step 2: Turn to the right so your right side faces the screen.
131,Step 3: Lie on your back with legs extended forward.
131,Step 4: Walk feet and upper body slightly to the right to form a curved shape.
131,Step 5: Extend arms overhead and clasp hands together.
131,Step 6: Keep hips grounded and gaze softly upward toward the screen.
132,"Step 1: Start in standing forward position, facing the screen."
132,Step 2: Turn to the left so your left side faces the screen.
132,Step 3: Lie on your back with legs extended forward.
132,Step 4: Walk feet and upper body slightly to the left to form a curved shape.
132,Step 5: Extend arms overhead and clasp hands together.
132,Step 6: Keep hips grounded and gaze softly upward toward the screen.
133,"Step 1: Start in standing forward position, facing the screen."
133,Step 2: Turn to the right so your right side faces the screen.
133,"Step 3: Lie on your back with knees bent and feet flat, hip-width apart."
133,Step 4: Press feet into the mat and lift hips upward.
133,Step 5: Clasp hands under your back and roll shoulders together.
133,Step 6: Keep chest lifted and gaze upward toward the screen.
134,"Step 1: Start in standing forward position, facing the screen."
134,Step 2: Turn to the left so your left side faces the screen.
134,"Step 3: Lie on your back with knees bent and feet flat, hip-width apart."
134,Step 4: Press feet into the mat and lift hips upward.
134,Step 5: Clasp hands under your back and roll shoulders together.
134,Step 6: Keep chest lifted and gaze upward toward the screen.
135,"Step 1: Start in standing forward position, facing the screen."
135,Step 2: Turn to the right so your right side faces the screen.
135,Step 3: Lie flat on your back with legs extended.
135,"Step 4: Arms rest by your sides, palms facing upward."
135,"Step 5: Close your eyes, relax the body completely."
135,"Step 6: Breathe naturally while staying still, facing the screen."
136,"Step 1: Start in standing forward position, facing the screen."
136,Step 2: Turn to the left so your left side faces the screen.
136,Step 3: Lie flat on your back with legs extended.
136,"Step 4: Arms rest by your sides, palms facing upward."
136,"Step 5: Close your eyes, relax the body completely."
136,"Step 6: Breathe naturally while staying still, facing the screen."
137,"Step 1: Start in standing forward position, facing the screen."
137,Step 2: Turn to the right so your right side faces the screen.
137,Step 3: Lie on your back with legs extended.
137,"Step 4: Lift chest upward, arching back, and rest crown of head on the mat."
137,Step 5: Place hands under hips with palms down.
137,"Step 6: Keep throat open, chest expanded, gaze toward the screen."
138,"Step 1: Start in standing forward position, facing the screen."
138,Step 2: Turn to the left so your left side faces the screen.
138,Step 3: Lie on your back with legs extended.
138,"Step 4: Lift chest upward, arching back, and rest crown of head on the mat."
138,Step 5: Place hands under hips with palms down.
138,"Step 6: Keep throat open, chest expanded, gaze toward the screen."
139,"Step 1: Start in standing forward position, facing the screen."
139,Step 2: Turn to the right so your right side faces the screen.
139,Step 3: Lie flat on your back with both legs extended.
139,Step 4: Lift right leg up toward the head.
139,"Step 5: Hold right foot with both hands, gently drawing it closer."
139,Step 6: Keep left leg extended and gaze softly upward toward the screen.
140,"Step 1: Start in standing forward position, facing the screen."
140,Step 2: Turn to the left so your left side faces the screen.
140,Step 3: Lie flat on your back with both legs extended.
140,Step 4: Lift left leg up toward the head.
140,"Step 5: Hold left foot with both hands, gently drawing it closer."
140,Step 6: Keep right leg extended and gaze softly upward toward the screen.
141,"Step 1: Start in standing forward position, facing the screen."
141,Step 2: Turn to the right so your right side faces the screen.
141,Step 3: Lie flat on your back with both legs extended.
141,Step 4: Lift right leg straight up and hold big toe with right hand.
141,"Step 5: Keep left leg extended on floor, press thigh down."
141,Step 6: Gaze softly upward toward the screen.
142,"Step 1: Start in standing forward position, facing the screen."
142,Step 2: Turn to the left so your left side faces the screen.
142,Step 3: Lie flat on your back with both legs extended.
142,Step 4: Lift left leg straight up and hold big toe with left hand.
142,"Step 5: Keep right leg extended on floor, press thigh down."
142,Step 6: Gaze softly upward toward the screen.
143,"Step 1: Start in standing forward position, facing the screen."
143,Step 2: Turn to the right so your right side faces the screen.
143,Step 3: Lie on your back and bend both knees toward chest.
143,Step 4: Hold outsides of feet with both hands.
143,"Step 5: Open knees wider than torso, feet flexed."
143,"Step 6: Rock gently side to side, gaze toward the screen."
144,"Step 1: Start in standing forward position, facing the screen."
144,Step 2: Turn to the left so your left side faces the screen.
144,Step 3: Lie on your back and bend both knees toward chest.
144,Step 4: Hold outsides of feet with both hands.
144,"Step 5: Open knees wider than torso, feet flexed."
144,"Step 6: Rock gently side to side, gaze toward the screen."
145,"Step 1: Start in standing forward position, facing the screen."
145,Step 2: Turn to the right so your right side faces the screen.
145,Step 3: Lie on your back and draw both knees toward chest.
145,"Step 4: Bring feet behind head if possible, crossing ankles."
145,Step 5: Wrap arms around legs to hold them in place.
145,"Step 6: Relax head and neck, gaze softly toward the screen."
146,"Step 1: Start in standing forward position, facing the screen."
146,Step 2: Turn to the left so your left side faces the screen.
146,Step 3: Lie on your back and draw both knees toward chest.
146,"Step 4: Bring feet behind head if possible, crossing ankles."
146,Step 5: Wrap arms around legs to hold them in place.
146,"Step 6: Relax head and neck, gaze softly toward the screen."
147,"Step 1: Start in standing forward position, facing the screen."
147,Step 2: Turn to the right so your right side faces the screen.
147,Step 3: Lie flat on your back with legs extended upward.
147,Step 4: Open both legs wide into a straddle.
147,Step 5: Hold legs with hands or let them stretch freely.
147,Step 6: Keep back grounded and gaze upward toward the screen.
148,"Step 1: Start in standing forward position, facing the screen."
148,Step 2: Turn to the left so your left side faces the screen.
148,Step 3: Lie flat on your back with legs extended upward.
148,Step 4: Open both legs wide into a straddle.
148,Step 5: Hold legs with hands or let them stretch freely.
148,Step 6: Keep back grounded and gaze upward toward the screen.
149,"Step 1: Start in standing forward position, facing the screen."
149,Step 2: Turn to the right so your right side faces the screen.
149,Step 3: Lie on your back with legs extended upward.
149,Step 4: Place arms by sides with palms facing down.
149,"Step 5: Relax shoulders, keep legs vertical."
149,Step 6: Breathe steadily and gaze upward toward the screen.
150,"Step 1: Start in standing forward position, facing the screen."
150,Step 2: Turn to the left so your left side faces the screen.
150,Step 3: Lie on your back with legs extended upward.
150,Step 4: Place arms by sides with palms facing down.
150,"Step 5: Relax shoulders, keep legs vertical."
150,Step 6: Breathe steadily and gaze upward toward the screen.
151,"Step 1: Start in standing forward position, facing the screen."
151,Step 2: Turn to the right so your right side faces the screen.
151,Step 3: Lie on your back and bend right knee toward chest.
151,Step 4: Clasp hands around right shin and pull it closer.
151,Step 5: Keep left leg extended on floor.
151,Step 6: Relax shoulders and gaze upward toward the screen.
152,"Step 1: Start in standing forward position, facing the screen."
152,Step 2: Turn to the left so your left side faces the screen.
152,Step 3: Lie on your back and bend left knee toward chest.
152,Step 4: Clasp hands around left shin and pull it closer.
152,Step 5: Keep right leg extended on floor.
152,Step 6: Relax shoulders and gaze upward toward the screen.
153,"Step 1: Start in standing forward position, facing the screen."
153,Step 2: Turn to the right so your right side faces the screen.
153,Step 3: Lie on your stomach with arms by sides.
153,Step 4: Bend knees and reach hands back to hold ankles.
153,Step 5: Press feet into hands and lift chest upward.
153,Step 6: Keep gaze forward toward the screen.
154,"Step 1: Start in standing forward position, facing the screen."
154,Step 2: Turn to the left so your left side faces the screen.
154,Step 3: Lie on your stomach with arms by sides.
154,Step 4: Bend knees and reach hands back to hold ankles.
154,Step 5: Press feet into hands and lift chest upward.
154,Step 6: Keep gaze forward toward the screen.
155,"Step 1: Start in standing forward position, facing the screen."
155,Step 2: Turn to the right so your right side faces the screen.
155,Step 3: Lie on your stomach with arms extended forward.
155,Step 4: Bend right knee and reach back with right hand to hold ankle.
155,Step 5: Lift chest and left arm upward while holding ankle.
155,Step 6: Keep gaze toward the screen.
156,"Step 1: Start in standing forward position, facing the screen."
156,Step 2: Turn to the left so your left side faces the screen.
156,Step 3: Lie on your stomach with arms extended forward.
156,Step 4: Bend left knee and reach back with left hand to hold ankle.
156,Step 5: Lift chest and right arm upward while holding ankle.
156,Step 6: Keep gaze toward the screen.
157,"Step 1: Start in standing forward position, facing the screen."
157,Step 2: Turn to the right so your right side faces the screen.
157,"Step 3: Kneel on the floor, sit back on heels."
157,"Step 4: Fold forward, bringing chest to thighs and forehead to floor."
157,Step 5: Arms extend forward or rest by sides.
157,"Step 6: Relax body completely, gaze softly at the screen."
158,"Step 1: Start in standing forward position, facing the screen."
158,Step 2: Turn to the left so your left side faces the screen.
158,"Step 3: Kneel on the floor, sit back on heels."
158,"Step 4: Fold forward, bringing chest to thighs and forehead to floor."
158,Step 5: Arms extend forward or rest by sides.
158,"Step 6: Relax body completely, gaze softly at the screen."
159,"Step 1: Start in standing forward position, facing the screen."
159,Step 2: Turn to the right so your right side faces the screen.
159,"Step 3: Lie on your stomach with legs extended back, tops of feet on floor."
159,"Step 4: Place palms under shoulders, elbows close to ribs."
159,Step 5: Press palms into floor and lift chest upward.
159,Step 6: Keep gaze slightly upward toward the screen.
160,"Step 1: Start in standing forward position, facing the screen."
160,Step 2: Turn to the left so your left side faces the screen.
160,"Step 3: Lie on your stomach with legs extended back, tops of feet on floor."
160,"Step 4: Place palms under shoulders, elbows close to ribs."
160,Step 5: Press palms into floor and lift chest upward.
160,Step 6: Keep gaze slightly upward toward the screen.
161,"Step 1: Start in standing forward position, facing the screen."
161,Step 2: Turn to the right so your right side faces the screen.
161,Step 3: Lie flat on your stomach with arms by sides.
161,"Step 4: Rest cheek on the mat, eyes closed."
161,Step 5: Relax body completely and breathe naturally.
161,"Step 6: Stay still, gaze softly toward the screen when eyes open."
162,"Step 1: Start in standing forward position, facing the screen."
162,Step 2: Turn to the left so your left side faces the screen.
162,Step 3: Lie flat on your stomach with arms by sides.
162,"Step 4: Rest cheek on the mat, eyes closed."
162,Step 5: Relax body completely and breathe naturally.
162,"Step 6: Stay still, gaze softly toward the screen when eyes open."
163,"Step 1: Start in standing forward position, facing the screen."
163,Step 2: Turn to the right so your right side faces the screen.
163,Step 3: Come onto hands and knees in tabletop position.
163,Step 4: Walk hands forward and lower chest toward the floor.
163,"Step 5: Keep hips over knees, arms extended."
163,"Step 6: Rest forehead or chin on mat, gaze toward the screen."
164,"Step 1: Start in standing forward position, facing the screen."
164,Step 2: Turn to the left so your left side faces the screen.
164,Step 3: Come onto hands and knees in tabletop position.
164,Step 4: Walk hands forward and lower chest toward the floor.
164,"Step 5: Keep hips over knees, arms extended."
164,"Step 6: Rest forehead or chin on mat, gaze toward the screen."
165,"Step 1: Start in standing forward position, facing the screen."
165,Step 2: Turn to the right so your right side faces the screen.
165,Step 3: Come onto hands and knees with knees wide apart.
165,Step 4: Lower forearms to the floor for support.
165,Step 5: Flex feet and press inner edges outward.
165,Step 6: Keep hips aligned with knees and gaze at the screen.
166,"Step 1: Start in standing forward position, facing the screen."
166,Step 2: Turn to the left so your left side faces the screen.
166,Step 3: Come onto hands and knees with knees wide apart.
166,Step 4: Lower forearms to the floor for support.
166,Step 5: Flex feet and press inner edges outward.
166,Step 6: Keep hips aligned with knees and gaze at the screen.
167,"Step 1: Start in standing forward position, facing the screen."
167,Step 2: Turn to the right so your right side faces the screen.
167,Step 3: Lie on your stomach with arms along the body.
167,"Step 4: Lift head, chest, arms, and legs off the floor."
167,Step 5: Keep legs straight and arms reaching back.
167,Step 6: Gaze slightly forward at the screen.
168,"Step 1: Start in standing forward position, facing the screen."
168,Step 2: Turn to the left so your left side faces the screen.
168,Step 3: Lie on your stomach with arms along the body.
168,"Step 4: Lift head, chest, arms, and legs off the floor."
168,Step 5: Keep legs straight and arms reaching back.
168,Step 6: Gaze slightly forward at the screen.
169,"Step 1: Start in standing forward position, facing the screen."
169,Step 2: Turn to the right so your right side faces the screen.
169,Step 3: Lie on your stomach with arms extended forward.
169,"Step 4: Lift head, chest, arms, and legs off the floor."
169,Step 5: Reach arms forward while legs extend back.
169,Step 6: Keep gaze at the screen.
170,"Step 1: Start in standing forward position, facing the screen."
170,Step 2: Turn to the left so your left side faces the screen.
170,Step 3: Lie on your stomach with arms extended forward.
170,"Step 4: Lift head, chest, arms, and legs off the floor."
170,Step 5: Reach arms forward while legs extend back.
170,Step 6: Keep gaze at the screen.
171,"Step 1: Start in standing forward position, facing the screen."
171,Step 2: Turn to the right so your right side faces the screen.
