Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,Question,Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 2,Science,Science Success (2023-24),Chapter 4 Animals- Our Friends,,,Short Answer Questions (QPG),Which animal gives us wool?,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 4 Animals- Our Friends Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 4 Animals- Our Friends,,,Short Answer Questions (QPG),Write down name of any three pet animals.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 4 Animals- Our Friends Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 4 Animals- Our Friends,,,Short Answer Questions (QPG),Write down names of any three farm animal,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 4 Animals- Our Friends Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 4 Animals- Our Friends,,,True or False (QPG),Animals that are keptat our homes are called farm animals.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 4 Animals- Our Friends True or False (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 4 Animals- Our Friends,,,True or False (QPG),Cow and buffalo are farm animals.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 4 Animals- Our Friends True or False (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 4 Animals- Our Friends,,,True or False (QPG),Fish are kept in an aquarium.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 4 Animals- Our Friends True or False (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 4 Animals- Our Friends,,,True or False (QPG),"Hen, goat and fish give us meat.",Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 4 Animals- Our Friends True or False (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 5 Human Body,,,Fill in the blank (QPG),__________ help us to move our bones.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 5 Human Body Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 5 Human Body,,,Fill in the blank (QPG),__________ makes us look smart.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 5 Human Body Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 5 Human Body,,,Fill in the blank (QPG),__________ protects the soft inner part of our body.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 5 Human Body Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 5 Human Body,,,Fill in the blank (QPG),We must __________ every day.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 5 Human Body Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 5 Human Body,,,Fill in the blank (QPG),We must always sit __________ .,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 5 Human Body Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 5 Human Body,,,Multiple Choice Question (QPG) Test Paper,The place where two or more bones meet is called a,Not Available,muscle,joint,exercise,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 5 Human Body Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 5 Human Body,,,Multiple Choice Question (QPG) Test Paper,What gives shape and support to our body?,Not Available,muscle,skeleton,exercise,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 5 Human Body Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 5 Human Body,,,Multiple Choice Question (QPG) Test Paper,What keeps our body in proper shape,Not Available,good posture,bad posture,none of these,joint,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 5 Human Body Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 5 Human Body,,,Short Answer Questions (QPG),How many bones do we have?,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 5 Human Body Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 5 Human Body,,,Short Answer Questions (QPG),What covers all the bones of our body?,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 5 Human Body Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 5 Human Body,,,Short Answer Questions (QPG),What makes us look smart?,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 5 Human Body Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 6 Food and Health,,,Fill in the blank (QPG),Eggs and __________ are body-building foods.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 6 Food and Health Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 6 Food and Health,,,Fill in the blank (QPG),We need food to live and __________ .,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 6 Food and Health Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 6 Food and Health,,,Fill in the blank (QPG),We should not __________ while eating.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 6 Food and Health Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 6 Food and Health,,,Fill in the blank (QPG),We should not eat _________ food.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 6 Food and Health Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 6 Food and Health,,,Fill in the blank (QPG),We should not eat too many __________ and chocolates.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 6 Food and Health Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 6 Food and Health,,,Multiple Choice Question (QPG) Test Paper,All of us need food to,Not Available,be sad,be ill,live,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 6 Food and Health Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 6 Food and Health,,,Multiple Choice Question (QPG) Test Paper,Fruit and vegetables are,Not Available,energy-giving foods,body-building foods,protective foods,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 6 Food and Health Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 6 Food and Health,,,Multiple Choice Question (QPG) Test Paper,We should drink milk,Not Available,weekly,daily,yearly,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 6 Food and Health Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 6 Food and Health,,,Short Answer Questions (QPG),Which food help us grow?,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 6 Food and Health Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 6 Food and Health,,,Short Answer Questions (QPG),Which food items prevent us from falling ill?,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 6 Food and Health Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 6 Food and Health,,,Short Answer Questions (QPG),Write down two examples of energy giving food.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 6 Food and Health Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 6 Food and Health,,,True or False (QPG),We should drink plenty of water.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 6 Food and Health True or False (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 6 Food and Health,,,True or False (QPG),We should eat food in dirty plates.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 6 Food and Health True or False (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 6 Food and Health,,,True or False (QPG),We should eat uncovered food.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 6 Food and Health True or False (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 6 Food and Health,,,True or False (QPG),We should rinse our mouth after every meal.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 6 Food and Health True or False (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 7 Housing and Clothing,,,Multiple Choice Question (QPG) Test Paper,A house made of mud and straw is a,Not Available,pucca house,kutcha house,temporary house,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 7 Housing and Clothing Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 7 Housing and Clothing,,,Multiple Choice Question (QPG) Test Paper,A tent is made of,Not Available,cardboard,paper,thick cloth,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 7 Housing and Clothing Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 7 Housing and Clothing,,,Multiple Choice Question (QPG) Test Paper,We were woollen clothes in,Not Available,summer season,rainy season,Winter season,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 7 Housing and Clothing Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 7 Housing and Clothing,,,Short Answer Questions (QPG),Why do we wear clothes?,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 7 Housing and Clothing Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 7 Housing and Clothing,,,Short Answer Questions (QPG),Write down the name of any two permanent houses.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 7 Housing and Clothing Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 7 Housing and Clothing,,,Short Answer Questions (QPG),Write down the name of any two temporary houses.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 7 Housing and Clothing Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 7 Housing and Clothing,,,True or False (QPG),"A house made of bricks, cement and stones is called a pucca house.",Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 7 Housing and Clothing True or False (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 7 Housing and Clothing,,,True or False (QPG),All of us do not need a house to live in.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 7 Housing and Clothing True or False (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 7 Housing and Clothing,,,True or False (QPG),people living in hil areas build houses with flat roofs.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 7 Housing and Clothing True or False (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 8 Safety Rules,,,Fill in the blank (QPG),We __________ touch electric plugs with wet hands.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 8 Safety Rules Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 8 Safety Rules,,,Fill in the blank (QPG),We should not disturb the __________while driving.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 8 Safety Rules Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 8 Safety Rules,,,Fill in the blank (QPG),We should not play with __________ .,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 8 Safety Rules Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 8 Safety Rules,,,Fill in the blank (QPG),We should play holi with __________ colours.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 8 Safety Rules Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 8 Safety Rules,,,Multiple Choice Question (QPG) Test Paper,We should keep toys,Not Available,at proper places,in school bag,none of these,in bathroom,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 8 Safety Rules Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 8 Safety Rules,,,Multiple Choice Question (QPG) Test Paper,We should light diyas with the help of an adult on,Not Available,holi,none of these,id,diwali,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 8 Safety Rules Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 8 Safety Rules,,,Multiple Choice Question (QPG) Test Paper,We should not play with,Not Available,toys,balls,knives,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 8 Safety Rules Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 8 Safety Rules,,,Short Answer Questions (QPG),How many colours are there in a traffic light?,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 8 Safety Rules Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 8 Safety Rules,,,Short Answer Questions (QPG),What should we do if someone gets hurts?,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 8 Safety Rules Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 8 Safety Rules,,,Short Answer Questions (QPG),Why should we not leave our toys on the floor?,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 8 Safety Rules Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 9 Things Around Us,,,Fill in the blank (QPG),__________ and moon are natural non-living things.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 9 Things Around Us Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 9 Things Around Us,,,Fill in the blank (QPG),__________ are natural living things.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 9 Things Around Us Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 9 Things Around Us,,,Fill in the blank (QPG),Ball and chair are __________ things.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 9 Things Around Us Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 9 Things Around Us,,,Fill in the blank (QPG),Balloon and eraser are made of __________ .,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 9 Things Around Us Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 9 Things Around Us,,,Fill in the blank (QPG),Paper and pen are __________ things.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 9 Things Around Us Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 9 Things Around Us,,,Multiple Choice Question (QPG) Test Paper,Which of the following is a living thing?,Not Available,ball,none of these,rock,rat,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 9 Things Around Us Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 9 Things Around Us,,,Multiple Choice Question (QPG) Test Paper,Which of the following is a natural thing?,Not Available,water,van,pen,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 9 Things Around Us Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 9 Things Around Us,,,Multiple Choice Question (QPG) Test Paper,Which of the followingis a man-made thing?,Not Available,none of these,water,air,bus,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 9 Things Around Us Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 9 Things Around Us,,,Short Answer Questions (QPG),Name two man made things.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 9 Things Around Us Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 9 Things Around Us,,,Short Answer Questions (QPG),Name two materials used for making man-made things.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 9 Things Around Us Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 9 Things Around Us,,,Short Answer Questions (QPG),Name two natural things.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 9 Things Around Us Short Answer Questions (QPG),1
